repository_name,file_path,docstring,function
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_addmv_(arg1, self, mat, vec)
    @runtime_error_check ccall((:atg_addmv_, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, tensor), arg1, self, mat, vec)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_addmv_out(arg1, out, self, mat, vec)
    @runtime_error_check ccall((:atg_addmv_out, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, tensor, tensor), arg1, out, self, mat, vec)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_addr(arg1, self, vec1, vec2)
    @runtime_error_check ccall((:atg_addr, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, tensor), arg1, self, vec1, vec2)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_addr_(arg1, self, vec1, vec2)
    @runtime_error_check ccall((:atg_addr_, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, tensor), arg1, self, vec1, vec2)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_addr_out(arg1, out, self, vec1, vec2)
    @runtime_error_check ccall((:atg_addr_out, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, tensor, tensor), arg1, out, self, vec1, vec2)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_affine_grid_generator(arg1, theta, size_data, size_len, align_corners)
    @runtime_error_check ccall((:atg_affine_grid_generator, libdoeye_caml), Cint, (Ptr{tensor}, tensor, Ptr{Int64}, Cint, Cint), arg1, theta, size_data, size_len, align_corners)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_affine_grid_generator_backward(arg1, grad, size_data, size_len, align_corners)
    @runtime_error_check ccall((:atg_affine_grid_generator_backward, libdoeye_caml), Cint, (Ptr{tensor}, tensor, Ptr{Int64}, Cint, Cint), arg1, grad, size_data, size_len, align_corners)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_alias(arg1, self)
    @runtime_error_check ccall((:atg_alias, libdoeye_caml), Cint, (Ptr{tensor}, tensor), arg1, self)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_align_as(arg1, self, other)
    @runtime_error_check ccall((:atg_align_as, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor), arg1, self, other)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_align_tensors(arg1, tensors_data, tensors_len)
    @runtime_error_check ccall((:atg_align_tensors, libdoeye_caml), Cint, (Ptr{tensor}, Ptr{tensor}, Cint), arg1, tensors_data, tensors_len)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_all(arg1, self)
    @runtime_error_check ccall((:atg_all, libdoeye_caml), Cint, (Ptr{tensor}, tensor), arg1, self)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_all1(arg1, self, dim, keepdim)
    @runtime_error_check ccall((:atg_all1, libdoeye_caml), Cint, (Ptr{tensor}, tensor, Int64, Cint), arg1, self, dim, keepdim)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_all_out(arg1, out, self, dim, keepdim)
    @runtime_error_check ccall((:atg_all_out, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, Int64, Cint), arg1, out, self, dim, keepdim)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_alpha_dropout(arg1, input, p, train)
    @runtime_error_check ccall((:atg_alpha_dropout, libdoeye_caml), Cint, (Ptr{tensor}, tensor, Cdouble, Cint), arg1, input, p, train)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_alpha_dropout_(arg1, self, p, train)
    @runtime_error_check ccall((:atg_alpha_dropout_, libdoeye_caml), Cint, (Ptr{tensor}, tensor, Cdouble, Cint), arg1, self, p, train)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_angle(arg1, self)
    @runtime_error_check ccall((:atg_angle, libdoeye_caml), Cint, (Ptr{tensor}, tensor), arg1, self)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_angle_out(arg1, out, self)
    @runtime_error_check ccall((:atg_angle_out, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor), arg1, out, self)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_any(arg1, self)
    @runtime_error_check ccall((:atg_any, libdoeye_caml), Cint, (Ptr{tensor}, tensor), arg1, self)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_any1(arg1, self, dim, keepdim)
    @runtime_error_check ccall((:atg_any1, libdoeye_caml), Cint, (Ptr{tensor}, tensor, Int64, Cint), arg1, self, dim, keepdim)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_any_out(arg1, out, self, dim, keepdim)
    @runtime_error_check ccall((:atg_any_out, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, Int64, Cint), arg1, out, self, dim, keepdim)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_arange(arg1, _end, options_kind, options_device)
    @runtime_error_check ccall((:atg_arange, libdoeye_caml), Cint, (Ptr{tensor}, scalar, Cint, Cint), arg1, _end, options_kind, options_device)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_arange1(arg1, start, _end, options_kind, options_device)
    @runtime_error_check ccall((:atg_arange1, libdoeye_caml), Cint, (Ptr{tensor}, scalar, scalar, Cint, Cint), arg1, start, _end, options_kind, options_device)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_arange2(arg1, start, _end, step, options_kind, options_device)
    @runtime_error_check ccall((:atg_arange2, libdoeye_caml), Cint, (Ptr{tensor}, scalar, scalar, scalar, Cint, Cint), arg1, start, _end, step, options_kind, options_device)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_arange_out(arg1, out, _end)
    @runtime_error_check ccall((:atg_arange_out, libdoeye_caml), Cint, (Ptr{tensor}, tensor, scalar), arg1, out, _end)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_arange_out1(arg1, out, start, _end)
    @runtime_error_check ccall((:atg_arange_out1, libdoeye_caml), Cint, (Ptr{tensor}, tensor, scalar, scalar), arg1, out, start, _end)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_argmax(arg1, self, dim, keepdim)
    @runtime_error_check ccall((:atg_argmax, libdoeye_caml), Cint, (Ptr{tensor}, tensor, Int64, Cint), arg1, self, dim, keepdim)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_argmin(arg1, self, dim, keepdim)
    @runtime_error_check ccall((:atg_argmin, libdoeye_caml), Cint, (Ptr{tensor}, tensor, Int64, Cint), arg1, self, dim, keepdim)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_argsort(arg1, self, dim, descending)
    @runtime_error_check ccall((:atg_argsort, libdoeye_caml), Cint, (Ptr{tensor}, tensor, Int64, Cint), arg1, self, dim, descending)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_as_strided(arg1, self, size_data, size_len, stride_data, stride_len, storage_offset)
    @runtime_error_check ccall((:atg_as_strided, libdoeye_caml), Cint, (Ptr{tensor}, tensor, Ptr{Int64}, Cint, Ptr{Int64}, Cint, Int64), arg1, self, size_data, size_len, stride_data, stride_len, storage_offset)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_as_strided_(arg1, self, size_data, size_len, stride_data, stride_len, storage_offset)
    @runtime_error_check ccall((:atg_as_strided_, libdoeye_caml), Cint, (Ptr{tensor}, tensor, Ptr{Int64}, Cint, Ptr{Int64}, Cint, Int64), arg1, self, size_data, size_len, stride_data, stride_len, storage_offset)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_asin(arg1, self)
    @runtime_error_check ccall((:atg_asin, libdoeye_caml), Cint, (Ptr{tensor}, tensor), arg1, self)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_asin_(arg1, self)
    @runtime_error_check ccall((:atg_asin_, libdoeye_caml), Cint, (Ptr{tensor}, tensor), arg1, self)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_asin_out(arg1, out, self)
    @runtime_error_check ccall((:atg_asin_out, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor), arg1, out, self)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_atan(arg1, self)
    @runtime_error_check ccall((:atg_atan, libdoeye_caml), Cint, (Ptr{tensor}, tensor), arg1, self)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_atan2(arg1, self, other)
    @runtime_error_check ccall((:atg_atan2, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor), arg1, self, other)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_atan2_(arg1, self, other)
    @runtime_error_check ccall((:atg_atan2_, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor), arg1, self, other)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_atan2_out(arg1, out, self, other)
    @runtime_error_check ccall((:atg_atan2_out, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, tensor), arg1, out, self, other)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_atan_(arg1, self)
    @runtime_error_check ccall((:atg_atan_, libdoeye_caml), Cint, (Ptr{tensor}, tensor), arg1, self)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_atan_out(arg1, out, self)
    @runtime_error_check ccall((:atg_atan_out, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor), arg1, out, self)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_avg_pool1d(arg1, self, kernel_size_data, kernel_size_len, stride_data, stride_len, padding_data, padding_len, ceil_mode, count_include_pad)
    @runtime_error_check ccall((:atg_avg_pool1d, libdoeye_caml), Cint, (Ptr{tensor}, tensor, Ptr{Int64}, Cint, Ptr{Int64}, Cint, Ptr{Int64}, Cint, Cint, Cint), arg1, self, kernel_size_data, kernel_size_len, stride_data, stride_len, padding_data, padding_len, ceil_mode, count_include_pad)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_avg_pool2d(arg1, self, kernel_size_data, kernel_size_len, stride_data, stride_len, padding_data, padding_len, ceil_mode, count_include_pad, divisor_override)
    @runtime_error_check ccall((:atg_avg_pool2d, libdoeye_caml), Cint, (Ptr{tensor}, tensor, Ptr{Int64}, Cint, Ptr{Int64}, Cint, Ptr{Int64}, Cint, Cint, Cint, Int64), arg1, self, kernel_size_data, kernel_size_len, stride_data, stride_len, padding_data, padding_len, ceil_mode, count_include_pad, divisor_override)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_avg_pool2d_backward(arg1, grad_output, self, kernel_size_data, kernel_size_len, stride_data, stride_len, padding_data, padding_len, ceil_mode, count_include_pad, divisor_override)
    @runtime_error_check ccall((:atg_avg_pool2d_backward, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, Ptr{Int64}, Cint, Ptr{Int64}, Cint, Ptr{Int64}, Cint, Cint, Cint, Int64), arg1, grad_output, self, kernel_size_data, kernel_size_len, stride_data, stride_len, padding_data, padding_len, ceil_mode, count_include_pad, divisor_override)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_avg_pool2d_backward_out(arg1, grad_input, grad_output, self, kernel_size_data, kernel_size_len, stride_data, stride_len, padding_data, padding_len, ceil_mode, count_include_pad, divisor_override)
    @runtime_error_check ccall((:atg_avg_pool2d_backward_out, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, tensor, Ptr{Int64}, Cint, Ptr{Int64}, Cint, Ptr{Int64}, Cint, Cint, Cint, Int64), arg1, grad_input, grad_output, self, kernel_size_data, kernel_size_len, stride_data, stride_len, padding_data, padding_len, ceil_mode, count_include_pad, divisor_override)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_avg_pool2d_out(arg1, out, self, kernel_size_data, kernel_size_len, stride_data, stride_len, padding_data, padding_len, ceil_mode, count_include_pad, divisor_override)
    @runtime_error_check ccall((:atg_avg_pool2d_out, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, Ptr{Int64}, Cint, Ptr{Int64}, Cint, Ptr{Int64}, Cint, Cint, Cint, Int64), arg1, out, self, kernel_size_data, kernel_size_len, stride_data, stride_len, padding_data, padding_len, ceil_mode, count_include_pad, divisor_override)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_avg_pool3d(arg1, self, kernel_size_data, kernel_size_len, stride_data, stride_len, padding_data, padding_len, ceil_mode, count_include_pad, divisor_override)
    @runtime_error_check ccall((:atg_avg_pool3d, libdoeye_caml), Cint, (Ptr{tensor}, tensor, Ptr{Int64}, Cint, Ptr{Int64}, Cint, Ptr{Int64}, Cint, Cint, Cint, Int64), arg1, self, kernel_size_data, kernel_size_len, stride_data, stride_len, padding_data, padding_len, ceil_mode, count_include_pad, divisor_override)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_avg_pool3d_backward(arg1, grad_output, self, kernel_size_data, kernel_size_len, stride_data, stride_len, padding_data, padding_len, ceil_mode, count_include_pad, divisor_override)
    @runtime_error_check ccall((:atg_avg_pool3d_backward, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, Ptr{Int64}, Cint, Ptr{Int64}, Cint, Ptr{Int64}, Cint, Cint, Cint, Int64), arg1, grad_output, self, kernel_size_data, kernel_size_len, stride_data, stride_len, padding_data, padding_len, ceil_mode, count_include_pad, divisor_override)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_avg_pool3d_backward_out(arg1, grad_input, grad_output, self, kernel_size_data, kernel_size_len, stride_data, stride_len, padding_data, padding_len, ceil_mode, count_include_pad, divisor_override)
    @runtime_error_check ccall((:atg_avg_pool3d_backward_out, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, tensor, Ptr{Int64}, Cint, Ptr{Int64}, Cint, Ptr{Int64}, Cint, Cint, Cint, Int64), arg1, grad_input, grad_output, self, kernel_size_data, kernel_size_len, stride_data, stride_len, padding_data, padding_len, ceil_mode, count_include_pad, divisor_override)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_avg_pool3d_out(arg1, out, self, kernel_size_data, kernel_size_len, stride_data, stride_len, padding_data, padding_len, ceil_mode, count_include_pad, divisor_override)
    @runtime_error_check ccall((:atg_avg_pool3d_out, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, Ptr{Int64}, Cint, Ptr{Int64}, Cint, Ptr{Int64}, Cint, Cint, Cint, Int64), arg1, out, self, kernel_size_data, kernel_size_len, stride_data, stride_len, padding_data, padding_len, ceil_mode, count_include_pad, divisor_override)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_baddbmm(arg1, self, batch1, batch2)
    @runtime_error_check ccall((:atg_baddbmm, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, tensor), arg1, self, batch1, batch2)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_baddbmm_(arg1, self, batch1, batch2)
    @runtime_error_check ccall((:atg_baddbmm_, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, tensor), arg1, self, batch1, batch2)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_baddbmm_out(arg1, out, self, batch1, batch2)
    @runtime_error_check ccall((:atg_baddbmm_out, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, tensor, tensor), arg1, out, self, batch1, batch2)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_bartlett_window(arg1, window_length, options_kind, options_device)
    @runtime_error_check ccall((:atg_bartlett_window, libdoeye_caml), Cint, (Ptr{tensor}, Int64, Cint, Cint), arg1, window_length, options_kind, options_device)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_bartlett_window1(arg1, window_length, periodic, options_kind, options_device)
    @runtime_error_check ccall((:atg_bartlett_window1, libdoeye_caml), Cint, (Ptr{tensor}, Int64, Cint, Cint, Cint), arg1, window_length, periodic, options_kind, options_device)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_batch_norm(arg1, input, weight, bias, running_mean, running_var, training, momentum, eps, cudnn_enabled)
    @runtime_error_check ccall((:atg_batch_norm, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, tensor, tensor, tensor, Cint, Cdouble, Cdouble, Cint), arg1, input, weight, bias, running_mean, running_var, training, momentum, eps, cudnn_enabled)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_batch_norm_backward_elemt(arg1, grad_out, input, mean, invstd, weight, mean_dy, mean_dy_xmu)
    @runtime_error_check ccall((:atg_batch_norm_backward_elemt, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, tensor, tensor, tensor, tensor, tensor), arg1, grad_out, input, mean, invstd, weight, mean_dy, mean_dy_xmu)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_batch_norm_backward_reduce(arg1, grad_out, input, mean, invstd, weight, input_g, weight_g, bias_g)
    @runtime_error_check ccall((:atg_batch_norm_backward_reduce, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, tensor, tensor, tensor, Cint, Cint, Cint), arg1, grad_out, input, mean, invstd, weight, input_g, weight_g, bias_g)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_batch_norm_elemt(arg1, input, weight, bias, mean, invstd, eps)
    @runtime_error_check ccall((:atg_batch_norm_elemt, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, tensor, tensor, tensor, Cdouble), arg1, input, weight, bias, mean, invstd, eps)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_batch_norm_elemt_out(arg1, out, input, weight, bias, mean, invstd, eps)
    @runtime_error_check ccall((:atg_batch_norm_elemt_out, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, tensor, tensor, tensor, tensor, Cdouble), arg1, out, input, weight, bias, mean, invstd, eps)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_batch_norm_gather_stats(arg1, input, mean, invstd, running_mean, running_var, momentum, eps, count)
    @runtime_error_check ccall((:atg_batch_norm_gather_stats, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, tensor, tensor, tensor, Cdouble, Cdouble, Int64), arg1, input, mean, invstd, running_mean, running_var, momentum, eps, count)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_batch_norm_gather_stats_with_counts(arg1, input, mean, invstd, running_mean, running_var, momentum, eps, counts_data, counts_len)
    @runtime_error_check ccall((:atg_batch_norm_gather_stats_with_counts, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, tensor, tensor, tensor, Cdouble, Cdouble, Ptr{Int64}, Cint), arg1, input, mean, invstd, running_mean, running_var, momentum, eps, counts_data, counts_len)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_batch_norm_stats(arg1, input, eps)
    @runtime_error_check ccall((:atg_batch_norm_stats, libdoeye_caml), Cint, (Ptr{tensor}, tensor, Cdouble), arg1, input, eps)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_batch_norm_update_stats(arg1, input, running_mean, running_var, momentum)
    @runtime_error_check ccall((:atg_batch_norm_update_stats, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, tensor, Cdouble), arg1, input, running_mean, running_var, momentum)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_bernoulli(arg1, self)
    @runtime_error_check ccall((:atg_bernoulli, libdoeye_caml), Cint, (Ptr{tensor}, tensor), arg1, self)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_bernoulli1(arg1, self, p)
    @runtime_error_check ccall((:atg_bernoulli1, libdoeye_caml), Cint, (Ptr{tensor}, tensor, Cdouble), arg1, self, p)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_bernoulli_(arg1, self, p)
    @runtime_error_check ccall((:atg_bernoulli_, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor), arg1, self, p)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_bernoulli_1(arg1, self, p)
    @runtime_error_check ccall((:atg_bernoulli_1, libdoeye_caml), Cint, (Ptr{tensor}, tensor, Cdouble), arg1, self, p)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_bernoulli_out(arg1, out, self)
    @runtime_error_check ccall((:atg_bernoulli_out, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor), arg1, out, self)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_bilinear(arg1, input1, input2, weight, bias)
    @runtime_error_check ccall((:atg_bilinear, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, tensor, tensor), arg1, input1, input2, weight, bias)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_binary_cross_entropy(arg1, self, target, weight, reduction)
    @runtime_error_check ccall((:atg_binary_cross_entropy, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, tensor, Int64), arg1, self, target, weight, reduction)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_binary_cross_entropy_backward(arg1, grad_output, self, target, weight, reduction)
    @runtime_error_check ccall((:atg_binary_cross_entropy_backward, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, tensor, tensor, Int64), arg1, grad_output, self, target, weight, reduction)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_binary_cross_entropy_backward_out(arg1, grad_input, grad_output, self, target, weight, reduction)
    @runtime_error_check ccall((:atg_binary_cross_entropy_backward_out, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, tensor, tensor, tensor, Int64), arg1, grad_input, grad_output, self, target, weight, reduction)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_binary_cross_entropy_out(arg1, out, self, target, weight, reduction)
    @runtime_error_check ccall((:atg_binary_cross_entropy_out, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, tensor, tensor, Int64), arg1, out, self, target, weight, reduction)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_binary_cross_entropy_with_logits(arg1, self, target, weight, pos_weight, reduction)
    @runtime_error_check ccall((:atg_binary_cross_entropy_with_logits, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, tensor, tensor, Int64), arg1, self, target, weight, pos_weight, reduction)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_binary_cross_entropy_with_logits_backward(arg1, grad_output, self, target, weight, pos_weight, reduction)
    @runtime_error_check ccall((:atg_binary_cross_entropy_with_logits_backward, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, tensor, tensor, tensor, Int64), arg1, grad_output, self, target, weight, pos_weight, reduction)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_bincount(arg1, self, weights, minlength)
    @runtime_error_check ccall((:atg_bincount, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, Int64), arg1, self, weights, minlength)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_bitwise_not(arg1, self)
    @runtime_error_check ccall((:atg_bitwise_not, libdoeye_caml), Cint, (Ptr{tensor}, tensor), arg1, self)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_bitwise_not_(arg1, self)
    @runtime_error_check ccall((:atg_bitwise_not_, libdoeye_caml), Cint, (Ptr{tensor}, tensor), arg1, self)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_bitwise_not_out(arg1, out, self)
    @runtime_error_check ccall((:atg_bitwise_not_out, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor), arg1, out, self)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_bitwise_xor(arg1, self, other)
    @runtime_error_check ccall((:atg_bitwise_xor, libdoeye_caml), Cint, (Ptr{tensor}, tensor, scalar), arg1, self, other)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_bitwise_xor1(arg1, self, other)
    @runtime_error_check ccall((:atg_bitwise_xor1, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor), arg1, self, other)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_bitwise_xor_(arg1, self, other)
    @runtime_error_check ccall((:atg_bitwise_xor_, libdoeye_caml), Cint, (Ptr{tensor}, tensor, scalar), arg1, self, other)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_bitwise_xor_1(arg1, self, other)
    @runtime_error_check ccall((:atg_bitwise_xor_1, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor), arg1, self, other)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_bitwise_xor_out(arg1, out, self, other)
    @runtime_error_check ccall((:atg_bitwise_xor_out, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, tensor), arg1, out, self, other)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_bitwise_xor_out1(arg1, out, self, other)
    @runtime_error_check ccall((:atg_bitwise_xor_out1, libdoeye_caml), Cint, (Ptr{tensor}, tensor, tensor, scalar), arg1, out, self, other)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_blackman_window(arg1, window_length, options_kind, options_device)
    @runtime_error_check ccall((:atg_blackman_window, libdoeye_caml), Cint, (Ptr{tensor}, Int64, Cint, Cint), arg1, window_length, options_kind, options_device)
end"
fluxml/torch.jl,repos/tmp-6198358016-369279/src/wrapper.jl,,"function atg_blackman_window1(arg1, window_length, periodic, options_kind, options_device)
    @runtime_error_check ccall((:atg_blackman_window1, libdoeye_caml), Cint, (Ptr{tensor}, Int64, Cint, Cint, Cint), arg1, window_length, periodic, options_kind, options_device)
end"
